0,14,3,8
3,8,1,12
1,12,15,17
15,17,3,8
3,8,5,7
5,7,5,10
5,10,5,10
0,7,3,12
3,12,2,4
2,4,5,10
5,10,4,15
4,15,2,11
2,11,2,14
2,14,9,14
7,14,8,17
8,17,2,4
2,4,2,11
2,11,2,14
2,14,1,12
1,12,8,10
8,10,6,8
14,14,4,6
4,6,3,5
3,5,12,17
12,17,2,11
2,11,4,6
4,6,2,14
2,14,8,13
7,7,2,14
2,14,3,12
3,12,3,5
3,5,12,17
12,17,15,17
15,17,0,5
0,5,0,9
0,7,1,13
1,13,4,16
4,16,4,6
4,6,0,11
0,11,4,6
4,6,5,16
5,16,4,13
0,7,2,4
2,4,2,4
2,4,3,8
3,8,5,17
5,17,7,9
7,9,9,14
9,14,4,6
0,14,5,16
5,16,8,13
8,13,4,13
4,13,3,5
3,5,0,5
0,5,0,5
0,5,1,12
0,7,2,4
2,4,0,5
0,5,3,5
3,5,4,13
4,13,3,8
3,8,2,11
2,11,3,8
14,7,7,14
7,14,4,6
4,6,4,9
4,9,3,8
3,8,3,10
3,10,5,10
5,10,7,9
14,7,0,5
0,5,3,14
3,14,4,15
4,15,4,15
4,15,14,16
14,16,9,16
9,16,6,8
0,7,6,8
6,8,3,15
3,15,2,4
2,4,0,5
0,5,3,15
3,15,2,14
2,14,5,16
7,7,8,13
8,13,4,13
4,13,2,4
2,4,8,17
8,17,0,5
0,5,4,15
4,15,4,13
0,7,8,10
8,10,3,8
3,8,3,14
3,14,5,10
5,10,3,5
3,5,1,10
1,10,4,9
0,7,1,12
1,12,2,7
2,7,0,11
0,11,0,5
0,5,3,8
3,8,1,8
1,8,2,4
7,14,2,4
2,4,7,9
7,9,6,13
6,13,12,14
12,14,0,11
0,11,5,7
5,7,2,11
7,14,2,14
2,14,5,7
5,7,6,8
6,8,2,4
2,4,6,15
6,15,4,9
4,9,15,17
7,14,2,7
2,7,1,6
1,6,2,4
2,4,3,8
3,8,5,7
5,7,6,15
6,15,9,14
0,14,0,5
0,5,8,10
8,10,10,12
10,12,8,13
8,13,6,8
6,8,5,10
5,10,5,10
14,14,5,14
5,14,3,14
3,14,2,4
2,4,5,16
5,16,4,15
4,15,2,13
2,13,2,7
14,14,5,7
5,7,12,14
12,14,1,12
1,12,11,13
11,13,0,12
0,12,3,5
3,5,3,14
7,7,4,6
4,6,3,5
3,5,10,15
10,15,6,8
6,8,11,16
11,16,0,11
0,11,8,10
7,14,5,10
5,10,3,8
3,8,4,6
4,6,2,7
2,7,5,10
5,10,5,7
5,7,5,7
7,7,7,9
7,9,4,9
4,9,15,17
15,17,0,12
0,12,3,14
3,14,3,14
3,14,0,12
7,14,10,12
10,12,2,4
2,4,0,9
0,9,8,10
8,10,8,10
8,10,5,14
5,14,2,4
0,7,2,4
2,4,2,11
2,11,6,8
6,8,2,4
2,4,0,5
0,5,3,12
3,12,1,6
14,14,3,8
3,8,2,7
2,7,0,7
0,7,0,9
0,9,2,7
2,7,2,14
2,14,0,5
0,7,0,5
0,5,5,17
5,17,0,5
0,5,10,12
10,12,4,6
4,6,3,15
3,15,15,17
7,14,0,11
0,11,9,11
9,11,2,4
2,4,4,9
4,9,2,4
2,4,15,17
15,17,3,5
14,7,0,7
0,7,7,16
7,16,6,11
6,11,4,11
4,11,14,16
14,16,5,16
5,16,9,14
14,14,6,8
6,8,5,10
5,10,5,7
5,7,2,7
2,7,0,11
0,11,1,6
1,6,4,6
7,14,2,7
2,7,0,11
0,11,4,9
4,9,5,7
5,7,3,7
3,7,2,11
2,11,9,14
14,7,5,16
5,16,2,4
2,4,0,5
0,5,4,16
4,16,4,9
4,9,12,14
12,14,8,10
7,7,8,10
8,10,0,5
0,5,2,11
2,11,3,5
3,5,2,14
2,14,5,7
5,7,2,13
14,14,5,10
5,10,3,15
3,15,2,4
2,4,7,9
7,9,1,6
1,6,4,13
4,13,6,11
14,7,6,11
6,11,3,5
3,5,13,15
13,15,3,15
3,15,3,14
3,14,4,16
4,16,5,14
7,7,2,4
2,4,4,16
4,16,5,16
5,16,6,15
6,15,6,8
6,8,1,12
1,12,1,6
14,7,0,12
0,12,6,15
6,15,1,10
1,10,0,5
0,5,5,7
5,7,2,7
2,7,8,10
0,14,2,4
2,4,0,5
0,5,7,9
7,9,3,8
3,8,3,5
3,5,2,6
2,6,6,11
0,7,5,7
5,7,2,14
2,14,8,10
8,10,2,4
2,4,1,6
1,6,1,8
1,8,1,10
0,14,13,15
13,15,6,8
6,8,9,11
9,11,4,9
4,9,3,5
3,5,0,11
0,11,2,14
0,7,1,13
1,13,4,16
4,16,1,6
1,6,12,14
12,14,0,9
0,9,3,5
3,5,5,17
0,7,2,7
2,7,0,12
0,12,4,15
4,15,2,7
2,7,8,10
8,10,3,8
3,8,5,7
7,7,2,14
2,14,1,10
1,10,1,12
1,12,6,8
6,8,1,12
1,12,15,17
15,17,2,11
0,14,4,9
4,9,4,13
4,13,4,13
4,13,3,5
3,5,1,8
1,8,6,11
6,11,0,5
14,7,10,17
10,17,7,9
7,9,13,15
13,15,3,8
3,8,0,12
0,12,4,6
4,6,1,12
0,7,3,12
3,12,1,12
1,12,1,10
1,10,14,16
14,16,1,6
1,6,4,15
4,15,2,7
0,14,4,9
4,9,6,11
6,11,4,9
4,9,1,10
1,10,5,7
5,7,4,11
4,11,15,17
7,14,4,16
4,16,7,16
7,16,2,14
2,14,13,15
13,15,1,10
1,10,3,5
3,5,6,8
0,14,5,7
5,7,8,17
8,17,6,11
6,11,5,10
5,10,3,5
3,5,3,7
3,7,8,17
7,14,3,8
3,8,9,11
9,11,4,13
4,13,4,6
4,6,11,16
11,16,8,17
8,17,9,14
0,7,5,10
5,10,2,4
2,4,3,5
3,5,5,17
5,17,2,4
2,4,0,5
0,5,5,10
7,7,0,5
0,5,0,5
0,5,2,13
2,13,3,14
3,14,4,6
4,6,1,6
1,6,2,4
7,14,5,16
5,16,9,14
9,14,5,14
5,14,15,17
15,17,2,4
2,4,7,16
7,16,8,13
14,7,3,14
3,14,11,16
11,16,9,14
9,14,10,12
10,12,1,10
1,10,2,7
2,7,0,11
7,7,3,7
3,7,3,10
3,10,0,9
0,9,8,13
8,13,1,12
1,12,3,5
3,5,2,6
14,14,5,17
5,17,5,7
5,7,8,17
8,17,5,14
5,14,7,9
7,9,5,7
5,7,4,6
7,7,9,11
9,11,5,7
5,7,9,14
9,14,0,9
0,9,8,10
8,10,3,10
3,10,3,12
7,7,5,17
5,17,5,7
5,7,1,6
1,6,5,14
5,14,4,16
4,16,9,11
9,11,6,13
14,7,7,16
7,16,5,7
5,7,3,5
3,5,5,16
5,16,2,13
2,13,7,16
7,16,0,5
7,14,2,4
2,4,6,8
6,8,7,16
7,16,3,8
3,8,3,5
3,5,5,14
5,14,8,10
14,7,4,11
4,11,4,6
4,6,3,5
3,5,14,16
14,16,8,10
8,10,12,14
12,14,3,5
14,7,3,14
3,14,3,8
3,8,7,12
7,12,3,14
3,14,11,13
11,13,5,14
5,14,2,4
0,7,4,6
4,6,2,13
2,13,10,15
10,15,2,4
2,4,3,5
3,5,4,9
4,9,7,12
0,14,3,15
3,15,3,8
3,8,12,17
12,17,3,8
3,8,3,12
3,12,7,9
7,9,0,9
14,7,2,4
2,4,5,17
5,17,2,4
2,4,5,17
5,17,0,5
0,5,0,11
0,11,3,12
0,7,3,8
3,8,4,13
4,13,4,15
4,15,11,13
11,13,8,15
8,15,12,14
12,14,5,16
7,14,1,6
1,6,2,4
2,4,0,4
0,4,5,10
5,10,3,15
3,15,0,9
0,9,4,6
7,7,0,5
0,5,1,6
1,6,2,11
2,11,4,13
4,13,5,16
5,16,5,17
5,17,5,7
14,7,8,12
8,12,11,16
11,16,8,10
8,10,8,10
8,10,12,14
12,14,2,4
2,4,2,4
7,14,1,13
1,13,9,14
9,14,8,17
8,17,7,9
7,9,4,11
4,11,5,7
5,7,1,12
7,7,4,8
4,8,7,9
7,9,2,4
2,4,7,9
7,9,7,9
7,9,2,13
2,13,3,8
0,7,2,7
2,7,3,15
3,15,3,15
3,15,1,12
1,12,5,7
5,7,3,7
3,7,1,6
7,7,1,6
1,6,3,12
3,12,2,14
2,14,10,12
10,12,0,5
0,5,2,11
2,11,2,13
7,7,9,14
9,14,5,17
5,17,3,5
3,5,12,17
12,17,3,8
3,8,12,14
12,14,4,6
7,14,10,12
10,12,3,12
3,12,4,6
4,6,3,7
3,7,8,10
8,10,5,16
5,16,4,13
0,7,0,11
0,11,10,12
10,12,2,4
2,4,8,17
8,17,2,4
2,4,3,8
3,8,2,11
14,14,5,14
5,14,10,12
10,12,0,9
0,9,4,6
4,6,2,4
2,4,5,14
5,14,5,14
0,7,9,14
9,14,6,8
6,8,4,9
4,9,7,9
7,9,3,15
3,15,2,7
2,7,8,10
7,14,6,8
6,8,4,15
4,15,14,16
14,16,8,10
8,10,7,9
7,9,13,15
13,15,3,8
0,14,9,14
9,14,4,15
4,15,8,17
8,17,0,5
0,5,2,4
2,4,2,6
2,6,2,4
0,7,5,17
5,17,3,8
3,8,0,5
0,5,13,15
13,15,14,16
14,16,5,7
5,7,4,16
7,7,1,10
1,10,11,16
11,16,3,8
3,8,10,12
10,12,3,5
3,5,3,10
3,10,3,14
7,14,5,17
5,17,6,15
6,15,8,17
8,17,8,10
8,10,2,11
2,11,13,15
13,15,0,9
0,14,2,4
2,4,1,10
1,10,0,11
0,11,12,17
12,17,5,10
5,10,2,4
2,4,9,14
0,14,2,14
2,14,4,6
4,6,4,13
4,13,3,5
3,5,5,10
5,10,4,11
4,11,6,15
14,14,8,15
8,15,6,15
6,15,5,7
5,7,6,8
6,8,3,5
3,5,2,7
2,7,4,13
0,14,1,13
1,13,0,9
0,9,4,16
4,16,0,9
0,9,2,4
2,4,3,12
3,12,5,16
7,14,2,7
2,7,6,8
6,8,3,5
3,5,5,10
5,10,3,5
3,5,1,8
1,8,2,7
7,14,4,13
4,13,2,4
2,4,12,17
12,17,5,14
5,14,13,15
13,15,1,6
1,6,4,9
0,7,2,4
2,4,4,16
4,16,5,10
5,10,5,17
5,17,3,5
3,5,2,9
2,9,8,13
7,14,2,7
2,7,1,6
1,6,1,13
1,13,4,15
4,15,3,12
3,12,0,9
0,9,0,11
7,7,0,7
0,7,8,13
8,13,7,16
7,16,14,16
14,16,1,13
1,13,6,8
6,8,4,16
0,14,4,9
4,9,3,14
3,14,6,8
6,8,2,9
2,9,3,5
3,5,5,17
5,17,2,14
7,14,2,4
2,4,0,12
0,12,1,12
1,12,1,12
1,12,3,12
3,12,1,12
1,12,8,17
7,14,2,4
2,4,11,13
11,13,4,9
4,9,2,14
2,14,5,10
5,10,2,4
2,4,3,5
0,14,5,14
5,14,4,9
4,9,9,14
9,14,4,13
4,13,10,15
10,15,11,13
11,13,2,4
14,7,3,8
3,8,4,6
4,6,7,16
7,16,2,7
2,7,4,6
4,6,0,7
0,7,6,11
14,7,7,11
7,11,4,16
4,16,7,9
7,9,1,10
1,10,2,7
2,7,0,7
0,7,1,6
0,7,1,6
1,6,2,7
2,7,2,11
2,11,1,6
1,6,3,14
3,14,5,7
5,7,1,8
7,14,3,14
3,14,12,14
12,14,6,11
6,11,6,15
6,15,0,5
0,5,2,4
2,4,1,8
0,14,2,7
2,7,2,14
2,14,3,5
3,5,2,11
2,11,9,11
9,11,10,12
10,12,6,11
14,14,2,13
2,13,11,13
11,13,4,9
4,9,4,6
4,6,0,5
0,5,1,12
1,12,4,16
7,14,5,7
5,7,5,10
5,10,6,8
6,8,1,13
1,13,3,5
3,5,3,15
3,15,3,14
0,14,0,12
0,12,9,14
9,14,9,16
9,16,2,4
2,4,7,12
7,12,1,13
1,13,3,8
14,7,14,16
14,16,4,16
4,16,3,8
3,8,1,13
1,13,4,6
4,6,0,9
0,9,2,7
14,7,0,5
0,5,6,8
6,8,2,9
2,9,1,6
1,6,2,7
2,7,4,15
4,15,6,11
14,14,0,5
0,5,0,7
0,7,8,10
8,10,5,17
5,17,14,16
14,16,3,5
3,5,2,4
7,7,4,15
4,15,6,8
6,8,7,9
7,9,2,4
2,4,3,5
3,5,6,11
6,11,3,5
7,7,2,4
2,4,0,5
0,5,4,15
4,15,3,8
3,8,2,4
2,4,3,5
3,5,5,17
0,7,1,6
1,6,4,15
4,15,3,15
3,15,1,10
1,10,5,16
5,16,2,4
2,4,11,13
0,14,2,4
2,4,5,17
5,17,0,11
0,11,3,8
3,8,2,4
2,4,2,14
2,14,6,8
14,14,8,10
8,10,7,11
7,11,15,17
15,17,4,9
4,9,7,9
7,9,8,13
8,13,2,4
7,7,9,11
9,11,2,7
2,7,5,17
5,17,8,17
8,17,0,9
0,9,9,11
9,11,9,16
7,14,0,9
0,9,2,14
2,14,4,16
4,16,2,11
2,11,10,15
10,15,3,8
3,8,12,14
7,14,3,14
3,14,4,13
4,13,7,16
7,16,4,16
4,16,5,17
5,17,7,16
7,16,9,14
7,14,1,12
1,12,5,17
5,17,2,4
2,4,2,4
2,4,0,12
0,12,4,9
4,9,4,6
0,7,6,8
6,8,6,13
6,13,1,13
1,13,2,4
2,4,5,16
5,16,4,16
4,16,6,8
0,14,2,4
2,4,5,17
5,17,3,8
3,8,1,13
1,13,12,14
12,14,8,10
8,10,5,10
7,14,3,5
3,5,11,16
11,16,6,8
6,8,9,11
9,11,0,11
0,11,6,11
6,11,1,6
7,7,9,11
9,11,7,9
7,9,8,10
8,10,8,15
8,15,3,5
3,5,5,16
5,16,3,5
0,7,5,10
5,10,3,10
3,10,5,10
5,10,0,9
0,9,2,7
2,7,5,16
5,16,4,6
14,14,4,9
4,9,2,7
2,7,11,13
11,13,4,6
4,6,2,6
2,6,3,8
3,8,0,5
0,7,6,15
6,15,0,11
0,11,3,8
3,8,4,16
4,16,5,10
5,10,4,16
4,16,7,9
14,14,1,6
1,6,4,15
4,15,5,17
5,17,4,9
4,9,2,4
2,4,2,9
2,9,5,10
14,14,9,11
9,11,6,11
6,11,7,12
7,12,8,10
8,10,2,4
2,4,0,4
0,4,14,16
0,14,3,8
3,8,3,12
3,12,1,10
1,10,15,17
15,17,3,14
3,14,3,5
3,5,5,7
7,14,9,14
9,14,1,13
1,13,5,16
5,16,8,10
8,10,4,9
4,9,12,17
12,17,0,5
0,7,0,5
0,5,4,6
4,6,0,11
0,11,0,5
0,5,0,11
0,11,5,16
5,16,5,7
0,7,8,17
8,17,5,16
5,16,5,10
5,10,0,9
0,9,8,13
8,13,7,14
7,14,5,10
7,7,3,15
3,15,10,12
10,12,10,17
10,17,3,12
3,12,4,9
4,9,3,8
3,8,2,4
7,14,7,9
7,9,2,7
2,7,2,9
2,9,0,9
0,9,8,10
8,10,5,17
5,17,6,11
0,7,4,6
4,6,0,5
0,5,9,11
9,11,5,12
5,12,3,5
3,5,11,13
11,13,9,11
14,14,10,15
10,15,15,17
15,17,9,14
9,14,7,12
7,12,5,7
5,7,11,13
11,13,1,12
0,7,8,17
8,17,6,8
6,8,10,12
10,12,2,4
2,4,0,4
0,4,2,14
2,14,0,11
7,7,7,9
7,9,8,10
8,10,8,17
8,17,10,15
10,15,7,12
7,12,4,13
4,13,6,8
0,7,2,4
2,4,5,17
5,17,7,16
7,16,6,8
6,8,3,5
3,5,1,8
1,8,9,11
0,7,15,17
15,17,2,11
2,11,0,5
0,5,2,14
2,14,2,4
2,4,12,14
12,14,3,5
14,7,6,8
6,8,5,7
5,7,4,9
4,9,2,9
2,9,7,16
7,16,3,5
3,5,6,8
14,14,3,8
3,8,14,16
14,16,1,10
1,10,6,8
6,8,0,12
0,12,9,11
9,11,1,10
7,14,6,11
6,11,13,15
13,15,1,13
1,13,0,5
0,5,2,4
2,4,0,12
0,12,7,9
0,14,2,11
2,11,0,9
0,9,5,16
5,16,3,5
3,5,3,5
3,5,3,14
3,14,5,10
14,14,5,7
5,7,4,8
4,8,3,15
3,15,1,6
1,6,0,7
0,7,3,8
3,8,2,7
0,14,4,6
4,6,2,4
2,4,11,16
11,16,3,8
3,8,0,9
0,9,2,4
2,4,5,17
14,7,2,9
2,9,4,6
4,6,2,4
2,4,0,12
0,12,2,4
2,4,1,10
1,10,2,7
7,7,3,10
3,10,10,12
10,12,0,5
0,5,0,11
0,11,0,11
0,11,4,6
4,6,5,14
7,14,0,9
0,9,0,5
0,5,5,7
5,7,3,7
3,7,3,14
3,14,4,6
4,6,0,7
14,14,10,17
10,17,7,12
7,12,4,16
4,16,8,17
8,17,3,5
3,5,15,17
15,17,0,12
0,7,5,14
5,14,4,16
4,16,4,9
4,9,7,12
7,12,6,11
6,11,10,12
10,12,1,6
14,7,3,5
3,5,3,10
3,10,11,16
11,16,3,14
3,14,2,4
2,4,11,13
11,13,7,9
7,7,7,9
7,9,2,9
2,9,3,15
3,15,5,7
5,7,6,15
6,15,1,6
1,6,2,14
14,7,2,9
2,9,1,10
1,10,8,17
8,17,6,15
6,15,6,11
6,11,5,16
5,16,2,7
14,7,0,5
0,5,2,4
2,4,2,6
2,6,2,9
2,9,7,12
7,12,6,8
6,8,14,16
7,14,2,4
2,4,3,15
3,15,4,13
4,13,3,5
3,5,3,7
3,7,0,9
0,9,2,4
7,14,1,6
1,6,3,12
3,12,6,8
6,8,3,8
3,8,2,4
2,4,5,14
5,14,4,13
0,7,7,16
7,16,9,11
9,11,2,4
